id,hn,species,submitted_sample,collect_method,vitek_id,bact_species_1,amikacin,amoxicillin/clavulanic acid,ampicillin,benzylpenicillin,cefalotin,cefotaxime,cefovecin,cefoxitin screen,cefpodoxime,ceftriaxone,chloramphenicol,clindamycin,doxycycline,enrofloxacin,erythromycin,florfenicol,fusidic acid,gentamicin,inducible clindamycin resistance,levofloxacin,linezolid,marbofloxacin,minocycline,moxifloxacin,mupirocin,nitrofurantoin,oxacillin,pradofloxacin,rifampicin,senrofloxacin,teicoplanin,tetracycline,tigecycline,trimethoprim/sulfamethoxazole,vancomycin,answer0,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13
113,5905219,Dog,exudate,-,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,S,,,,I,-,,,S,,,,,S,,,,,,,,,clindamycin,enrofloxacin,amoxicillin/clavulanic acid,cefalexin,,,,,,,,,,
114,5905276,Dog,wound,-,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,R,,,,S,-,,,R,,,,,S,,,,,,,,,clindamycin,,,,,,,,,,,,,
115,5905388,Dog,Oncology,,,กลุ่ม Actinomyces,,,,,,,Enrofloxacin,Amoxy/clav,,,,,,,Vancomycin,,,,,,,Antimicrobials,,,Rifampicin,,Cefpodoxime,,,,,Fusidic acid,,Bacterial Species identification,,,,,,,,,,,,,,,
116,5906034,Cat,infected fat from fistular tract,-,GP,Antimicrobials,,,,R,I,,R,-,R,,,,,R,,,,R,+,,,R,,,,,R,,,,,,,,,,trimethoprim/sulfamethoxazole,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,
117,5906034,Cat,Wound at right inguinal area,unknown,GP,Antimicrobials,,,,R,I,,R,-,R,,,,,R,,,,R,-,,,R,,,,,R,,,,,,,,,,trimethoprim/sulfamethoxazole,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,
118,5906034,Cat,Exudate from wound,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,R,,R,R,,S,R,-,,,R,,,,S,R,,,,,R,,R,S,,trimethoprim/sulfamethoxazole,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,
119,5906034,Cat,Exudate from wound,,GP,Staphylococcus chromogenes,,,,*R,S,,S,-,S,,,S,,I,S,,Mupirocin,S,-,,,S,,,,S,S,,,,,R,,,S,,trimethoprim/sulfamethoxazole,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,
120,5906180,Dog,UB mucosa,,GP,Staphylococcus pseudintermedius,,,,R,I,,S,-,S,,S,S,,R,S,,S,R,-,,,R,,,,S,R,,,,,R,,R,S,nitrofurantoin,,,,,,,,,,,,,
121,5906297,Dog,Wound,,GP,Unidentified gram-positive cocci,,,,,,,,-,,,,,,,,,,,-,,,,,,,,,,,,,,,,,cefalexin,amoxicillin/clavulanic acid,,,,,,,,,,,,
122,5906366,Dog,"Crust/ not improve with AMC 
(2 weeks)",,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,cefovecin,clindamycin,,,,,,,,,,,
123,5906799,Dog,Crust/ not improve with AMC,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,R,,R,R,,S,R,-,,,R,,,,S,R,,,,,R,,R,S,,,,,,,,,,,,,,
124,5907085,Dog,papule/recurrent pyoderma,-,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,R,,,,I,-,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,
125,5907744,Dog,Bone,,GP,Staphylococcus pseudintermedius,,,,R,R,,R,+,R,,S,R,,R,R,,S,I,-,,,R,,,,S,R,,,,,R,,R,S,,,,,,,,,,,,,,
126,5907754,Dog,Deep pyoderma,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,clindamycin,,,,,,,,,,
127,5907876,Dog,Swab from pustule,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,R,S,,R,R,,S,S,-,,,R,,,,S,R,,,,,R,,R,S,clindamycin,,,,,,,,,,,,,
128,5908066,Dog,deep pyoderma,unknown,GP,Antimicrobials,,,,S,S,,S,-,S,,,,,S,,,,S,-,,,S,,,,,S,,,,,,,,,,,,,,,,,,,,,,
129,5908162,Dog,Oral exudate,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,R,R,,R,R,,S,I,-,,,R,,,,S,R,,,,,R,,R,S,,,,,,,,,,,,,,
130,5908340,Dog,Exudate,,GP,Staphylococcus pseudintermedius,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
131,5909031,Dog,Crust เคยใช้ amc ไม่หาย,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,R,R,,S,S,-,,,R,,,,S,R,,,,,R,,R,S,clindamycin,,,,,,,,,,,,,
132,5910114,Dog,Pustule/swab/IMHA on pred,unknown,GP,Antimicrobials,,,,S,S,,S,-,S,,,,,S,,,,S,-,,,S,,,,,S,,,,,,,,,,amoxicillin/clavulanic acid,clindamycin,doxycycline,,,,,,,,,,
133,5910245,Dog,Pustule ได้รับ toflex มาก่อน,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,R,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
134,5910261,Cat,urine,catheterization,GP,(1.4 X 105 CFU/mL),,,,S,S,,S,-,S,,,,,S,,,,S,-,,,S,,,,,S,,,,,,,,,,,,,,,,,,,,,,
135,5910425,Cat,UB mucosa,unknown,GP,Antimicrobials,,,,R,S,,I,-,S,,,,,R,,,,I,-,,,R,,,,,R,,,,,,,,,,rifampicin,,,,,,,,,,,,
136,5910425,Cat,Urine,,GP,Enterococcus faecium,,,,R,,,R,-,,,S,R,,R,R,,,,-,,,R,,,,S,,,,,,R,,R,S,,rifampicin,,,,,,,,,,,,
137,5910465,Cat,urine,catheterization,GP,(1.2 X 105 CFU/ml),,,,Amoxy/clav,Cefpodoxime,,,,,,,,,,,,,Enrofloxacin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,5910605,Dog,pustule,unknown,GP,Antimicrobials,,,,,S,,R,-,R,,S,R,,R,R,,S,R,-,,,R,,,,S,R,,,,,R,,S,S,,,,,,,,,,,,,,
139,5910610,Dog,Exudate from Lt ear,Unk,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,I,R,,S,I,+,,,R,,,,S,R,,,,,R,,R,S,,,,,,,,,,,,,,
140,5910527,Dog,pustule,,GP,Antimicrobials,,,,S,S,,S,,S,,,,,R,,,,S,-,,,R,,,,,S,,,,,,,,,,,,,,,,,,,,,,
141,5910768,Dog,UB mucosa,,GP,Antimicrobials,,,,S,S,,S,-,S,,,,,S,,,,S,-,,,S,,,,,S,,,,,,,,,amoxicillin/clavulanic acid,trimethoprim/sulfamethoxazole,,,,,,,,,,,,
142,5910943,Dog,Pustule,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,R,,S,R,,S,S,-,,,S,,,,S,S,,,,,R,,R,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
143,5910988,Dog,"Moo Moo : pustule 
Recurrent pyoderma",,GP,Staphylococcus pseudintermedius,,,,R,S,,R,-,I,,S,R,,R,R,,S,I,-,,,R,,,,S,R,,,,,R,,R,S,clindamycin,,cefalexin,amoxicillin/clavulanic acid,,,,,,,,,,
144,5910988,Dog,Chowder (Recurrent pyoderma not response with AMC for 3 weeks),,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,R,S,,S,S,-,,,R,,,,S,R,,,,,R,,R,S,clindamycin,,cefalexin,amoxicillin/clavulanic acid,,,,,,,,,,
145,5910988,Dog,Pustule,swab,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,R,,,,I,-,,,R,,,,,R,,,,,,,,,clindamycin,,cefalexin,amoxicillin/clavulanic acid,,,,,,,,,,
146,5910988,Dog,"Kirin feline: panniculitis 
injection site",,GP,Staphylococcus auricularis,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,clindamycin,,cefalexin,amoxicillin/clavulanic acid,,,,,,,,,,
147,5910989,Dog,Crust,,GP,Staphylococcus lentus,,,,,I,,R,-,R,,S,R,,I,S,,S,S,-,,,S,,,,S,R,,,,,S,,S,S,doxycycline,,,,,,,,,,,,,
148,5910989,Dog,Pustule from recurrent pyoderma,,GP,Staphylococcus sciuri,,,,S,S,,R,+,R,,S,S,,S,S,,I,S,-,,,S,,,,S,R,,,,,S,,S,S,doxycycline,,,,,,,,,,,,,
149,5910989,Dog,"บันเทิง/pedal furunculosis/ 
not improve with AMC",,GP,Staphylococcus hyicus,,,,R,S,,I,-,S,,S,R,,R,R,,S,I,-,,,R,,,,S,R*,,,,,R,,R,S,doxycycline,,,,,,,,,,,,,
150,5911066,Dog,Exudates from implant,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,R,I,,S,R,-,,,R,,,,S,S,,,,,R,,R,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
151,5911206,Cat,abdominal fluid,unknown,GP,Antimicrobials,,,,R,S,,R,+,R,,,,,R,,,,S,-,,,R,,,,,R,,,,,,,,,amikacin,amikacin,,,,,,,,,,,,
152,5911680,Dog,abscess from costal area,,GP,Antimicrobials,,,,S,,,R,,,,,,,S,,,,,,,,S,,,,,,,,,,,,,,amoxicillin/clavulanic acid,,,,,,,,,,,,,
153,5911800,Dog,folliculitis/pustule,unknown,GP,Antimicrobials,,,,R,S,,S,,S,,,,,S,,,,S,-,,,S,,,,,S,,,,,,,,,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
154,5911847,Dog,Fluid from cyst,-,GP,Antimicrobials,,,,Amoxy/clav,Cefpodoxime,,,-,,,,,,,,,,Enrofloxacin,Antimicrobials,,,,,,,,,,,,,,,,,amoxicillin/clavulanic acid,,,,,,,,,,,,,
155,5911918,Cat,Urine,catheterization,GP,Antimicrobials,,,,R,R,,R,+,R,,,,,R,,,,S,-,,,R,,,,,R,,,,,,,,,trimethoprim/sulfamethoxazole,,,,,,,,,,,,,
156,5911922,Dog,UB mucosa,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,S,S,S,,,,,R,,S,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
157,5911938,Cat,urine (catherized),cathiterization,GP,Antimicrobials,,,,S,R,,R,+,S,,,,,S,,,,S,-,,,S,,,,,R,,,,,,,,,marbofloxacin,,,,,,,,,,,,,
158,5912074,Dog,urine,-,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,R,,,,S,-,,,R,,,,,S,,,,,,,,,amoxicillin/clavulanic acid,cefalexin,amoxicillin/clavulanic acid,cefalexin,,,,,,,,,,
159,5912074,Dog,urine,-,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,R,,,,S,-,,,R,,,,,S,,,,,,,,,amoxicillin/clavulanic acid,cefalexin,amoxicillin/clavulanic acid,cefalexin,,,,,,,,,,
160,5912269,Dog,Right ear exudate,-,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,R,,,,R,-,,,R,,,,,S,,,,,,,,,,,,,,,,,,,,,,
161,5912352,Dog,exudate,-,GP,Antimicrobials,,,,Amoxy/clav,Cefpodoxime,,,-,,,,,,,,,,Enrofloxacin,Antimicrobials,,,,,,,,,,,,,,,,,amoxicillin/clavulanic acid,cefalexin,amoxicillin/clavulanic acid,cefalexin,,,,,,,,,,
162,5912352,Dog,exudate,-,GP,Antimicrobials,,,,Amoxy/clav,Cefpodoxime,,,-,,,,,,,,,,Enrofloxacin,Antimicrobials,,,,,,,,,,,,,,,,,amoxicillin/clavulanic acid,cefalexin,amoxicillin/clavulanic acid,cefalexin,,,,,,,,,,
163,5912504,Dog,หนองจากไต,unknown,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,R,,,,I,-,,,R,,,,,S,,,,,,,,,,,,,,,,,,,,,,
164,5912530,Dog,ตุ่มหนอง,,GP,Antimicrobials,,,,R,S,,S,+,S,,,,,S,,,,S,-,,,S,,,,,R,,,,,,,,,,,,,,,,,,,,,,
165,5912538,Dog,wound,,GP,Staphylococcus schleiferi,,,,*R,*R,,R,*+,R,,S,R,,I,R,,S,R,-,,,R,,,,S,R,,,,,R,,S,S,,,,,,,,,,,,,,
166,5912740,Dog,abscess at lt lower lip: bacteria culture + medical Tx,Unk,GP,Streptococcus agalactiae,,,,,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
167,5912784,Cat,wound,unknown,GP,Antimicrobials,,,,S,,,R,,,,,,,I,,,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,5912854,Dog,Exudate from wound,,GP,Staphylococcus chromogenes,,,,,S,,S,-,S,,S,S,,R,S,,S,S,-,,,R,,,,S,S,,,,,R,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,,,,,,,,,,,
169,5912865,Cat,urine,Catheterization,GP,Streptococcus pluranimalium,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,amoxicillin/clavulanic acid,cefalexin,,,,,,,,,,,,
170,5912914,Cat,UB mucosa,,GP,Staphylococcus haemolyticus,,,,*R,S,,S,-,S,,S,R,,R,R,,S,R,-,,,R,,,,S,S,,,,,R,,R,S,,,,,,,,,,,,,,
171,5912993,Dog,ear wax AS,-,GP,Antimicrobials,,,,,,,Gentamicin,Benzyl penicillin,,,,,,,,,,,,,,Inducible clindamycin,,,,,Cefalotin,,,,,,,,,,,,,,,,,,,,,,
172,5913120,Dog,Exudate from incisional biopsy at LHL mass,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,R,R,,R,R,,S,R,-,,,R,,,,S,R,,,,,R,,R,S,,,,,,,,,,,,,,
173,5913120,Dog,Exudate from lt HL,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,R,R,,R,R,,S,I,-,,,R,,,,S,R,,,,,R,,R,S,,,,,,,,,,,,,,
174,5913248,Dog,Urine,,GP,Micrococcus luteus,,,,,,,Gentamicin,Benzyl penicillin,,,,,,,Clindamycin,,,,,,,Inducible clindamycin,,,Chloramphenicol,,Cefalotin,,,,,Nitrofurantoin,,4)	Recommendation of antimicrobial choices,,,,,,,,,,,,,,,
175,5913276,Cat,wound,unknown,GP,Antimicrobials,,,,,,,Enrofloxacin,Amoxy/clav,,,,,,,,,,,,,,Antimicrobials,,,,,Cefpodoxime,,,,,,,,,,,,,,,,,,,,,,
176,5913300,Dog,UB mucosa,unknown,GP,Antimicrobials,,,,R,S,,S,-,S,,,,,S,,,,S,-,,,S,,,,,S,,,,,,,,,amoxicillin/clavulanic acid,cefalexin,cefovecin,,,,,,,,,,,
177,5913382,Dog,Pustule กิน amoxy-clav แล้วอาการไม่ improve จาก MED,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,R,,S,S,cefalexin,clindamycin,cefovecin,,,,,,,,,,,
178,5913399,Dog,renal pelvis,unknown,GP,Antimicrobials,,,,S,,,R,,,,,,,S,,,,,,,,S,,,,,,,,,,,,,,amoxicillin/clavulanic acid,,,,,,,,,,,,,
179,5913629,Cat,Purulent at wound at neck,unknown,GP,Bacterial identification:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cefalexin,amoxicillin/clavulanic acid,clindamycin,,,,,,,,,,,
180,5903629,Cat,Purulent at wound at neck,,GP,Staphylococcus chromogenes,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,,,,,,,,,,,,,,
181,5913702,Dog,pustule,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,R,R,,S,I,-,,,R,,,,S,S,,,,,R,,R,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
182,5913775,Dog,exudate from open wound,unknown,GP,Antimicrobials,,,,,S,,S,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,amoxicillin/clavulanic acid,cefalexin,,,,,,,,,,,,
183,5913875,Dog,Exudates from surgical wound,,GP,Staphylococcus pseudintermedius,,,,R,R,,R,+,R,,R,R,,R,R,,S,R,-,,,R,,,,S,R,,,,,R,,S,S,,,,,,,,,,,,,,
184,5913920,Dog,Pustule No response with AMC,,GP,Staphylococcus chromogenes,,,,,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,R,,,,,S,,S,S,clindamycin,,,,,,,,,,,,,
185,5913969,Dog,Pustule : Steroid Abuse จาก clinic,,GP,Staphylococcus pseudintermedius,,,,R,S,,R,-,R,,R,R,,R,R,,S,I,-,,,R,,,,S,R,,,,,R,,S,S,,,,,,,,,,,,,,
186,5914159,Dog,pustule,,GP,Staphylococcus pseudintermedius,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
187,5914317,Dog,Deep pyoderma,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,R,R,,S,S,+,,,R,,,,S,S,,,,,R,,R,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,clindamycin,,,,,,,,,,
188,5914397,Dog,Lt nasal discharge,,GP,Rothia dentocariosa,,,,,,,,-,MA,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,5914435,Dog,wound,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
190,5914498,Dog,Pus ใต้คาง,,GP,Staphylococcus chromogenes,,,,,S,,S,-,I,,S,S,,R,S,,S,S,-,,,R,,,,S,R,,,,,R,,S,S,clindamycin,,,,,,,,,,,,,
191,5914575,Cat,Pus from abscess,,GP,Streptococcus spp.,,,,,S,,S,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
192,5914581,Dog,abscess,,GP,Staphylococcus pseudintermedius,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
193,5914638,Dog,Abdominal effusion,,GP,Streptococcus infantarius ssp coli,,,,,S,,S,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,amoxicillin/clavulanic acid,marbofloxacin,,,,,,,,,,,,
194,5914651,Dog,Hepatic cyst,Unk,GP,Staphylococcus pseudintermedius,,,,R,S,,R,-,R,,S,S,,R,R,,S,S,-,,,R,,,,S,R,,,,,R,,R,S,clindamycin,,,,,,,,,,,,,
195,5914651,Dog,Ear exudate,,GP,Staphylococcus pseudintermedius,,,,R,S,,R,-,R,,S,R,,R,R,,S,I,-,,,R,,,,S,R,,,,,R,,R,S,clindamycin,,,,,,,,,,,,,
196,5914689,Dog,Pododermatitis/pedal furunculosis,,GP,Staphylococcus schleiferi,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
197,5914727,Cat,Urine,Catheterization,GP,Enterococcus faecalis (1.6 x 105 CFU/mL),,,,S,,,,,,,S,R,,R,R,,,,,,,R,,,,S,,,,,,R,,*R,S,amoxicillin/clavulanic acid,,,,,,,,,,,,,
198,5914743,Dog,urine,,GP,Alloiococcus otitis,,,,,,,Gentamicin,Benzyl penicillin,,,,,,,Clindamycin,,,,,,,Inducible clindamycin,,,Chloramphenicol,,Cefalotin,,,,,Nitrofurantoin,,4)	Recommendation of antimicrobial choices,,,,,,,,,,,,,,,
199,5914818,Cat,Exudate from ear,,GP,Streptococcus consellatus ssp. pharyingis,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,59144851,Cat,wound,,GP,Enterococcus faecalis,,,,S,,,R,,,,S,R,,R,R,,,,,,,R,,,,S,,,,,,R,,*R,S,,,,,,,,,,,,,,
201,5915018,Dog,Ear swab,,GP,Kocuria kristinae,,,,,,,,-,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,5915077,Dog,wound,,GP,Staphylococcus chromogenes,,,,,S,,S,-,S,,S,S,,R,S,,S,S,-,,,R,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
203,5915079,Dog,Urine,,GP,Staphylococcus pseudintermedius (3.4x105 CFU/mL),,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
204,5915225,Dog,Purulent exudates from infected intranasal mass,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,clindamycin,cefovecin,,,,,,,,,,,
205,5915270,Cat,Pleural effusion,,GP,Kocuria varians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amoxicillin/clavulanic acid,clindamycin,,,,,,,,,,,,
206,5915284,Cat,Wound exudate (Rt.HL),,GP,Staphylococcus warneri,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
207,5915290,Dog,Pus,,GP,Staphylococcus aureus,,,,*R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,S,S,S,,,,,R,,R,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
208,5915292,Dog,Crust skin,,GP,Staphylococcus aureus,,,,*R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,S,S,S,,,,,R,,R,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
209,5612943,Dog,Pustule ใต้ท้อง,,GP,Leuconostoc mesenteroides ssp cremoris,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,clindamycin,cefalexin,amoxicillin/clavulanic acid,,,,,,,,,,,
210,5915413,Dog,wound,,GP,Staphylococcus chromogenes,,,,*R,S,,S,-,S,,S,S,,R,S,,S,S,-,,,R,,,,S,S,,,,,R,,S,S,clindamycin,cefalexin,amoxicillin/clavulanic acid,cefalexin,amoxicillin/clavulanic acid,clindamycin,,,,,,,,
211,5915439,Dog,Urine,,GP,Staphylococcus aureus,,,,*R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,S,S,S,,,,,R,,S,S,,,,,,,,,,,,,,
212,5915512,Dog,Mam.gland abscess,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
213,5915785,Dog,Lt ear wax,,GP,Staphylococcus chromogenes,,,,,S,,S,-,S,,S,R,,R,R,,S,S,-,,,R,,,,S,R,,,,,R,,S,S,,,,,,,,,,,,,,
214,5915790,Dog,Crust เคยกิน AMC ไม่หาย,Unk,GP,Staphylococcus schleiferi,,,,*R,S,,S,-,S,,S,S,,I,S,,*R,S,-,,,S,,,,S,R,,,,,S,,S,S,clindamycin,doxycycline,,,,,,,,,,,,
215,5915893,Dog,Urine,,GP,Corynebacterium spp. (9.8 x 104 CFU/ml),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doxycycline,,,,,,,,,,,,,
216,5915960,Dog,Prostatic abscess,,GP,Enterococcus faecalis,,,,S,,,R,,,,R,R,,R,R,,,,,,,R,,,,S,,,,,,R,,R,S,amoxicillin/clavulanic acid,,,,,,,,,,,,,
217,5916009,Dog,Wd @ Lt thorax,,GP,Antimicrobials,,,,R,S,,S,-,S,,S,R,,S,R,,S,S,-,,,S,,,,S,S,,,,,S,,R,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
218,5916052,Dog,Fluid in thorax,,GP,Aerococcus viridans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
219,5916389,Dog,pustule,,GP,Staphylococcus pseudintermedius,,,,R,S,,R,-,S,,S,R,,R,R,,S,S,-,,,R,,,,S,R,,,,,R,,R,S,,,,,,,,,,,,,,
220,5916467,Cat,Wound at frontal area after HBC for 1 wk,,GP,Staphylococcus haemolyticus,,,,R,S,,S,+,S,,S,S,,I,R,,*R,S,-,,,S,,,,S,R,,,,,S,,S,S,clindamycin,,,,,,,,,,,,,
221,5916485,Dog,Ear swab (Rt.),Unk,GP,Staphylococcus schleiferi,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,clindamycin,,,,,,,,,,
222,5916513,Cat,Pleural effusion,,GP,Staphylococcus hominis ssp hominis,,,,S,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,amoxicillin/clavulanic acid,clindamycin,,,,,,,,,,,,
223,5916528,Dog,Urine,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,R,,R,R,,S,I,-,,,R,,,,S,S,,,,,R,,R,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
224,5916537,Dog,wound,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,R,R,,S,S,+,,,R,,,,S,R,,,,,R,,R,S,,,,,,,,,,,,,,
225,5916661,Dog,Sx wound,,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,,S,,R,R,,S,R,-,,,R,,,>=64,S,S,,,,,R,,,S,,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
226,5916822,Dog,abscess,,GP,Streptococcus sp.,,,,,S,,S,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
227,5917023,Dog,UB mucosa,,GP,Staphylococcus hyicus,,,,*R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,S,,S,S,cefalexin,amoxicillin/clavulanic acid,cefovecin,,,,,,,,,,,
228,5917114,Dog,Serous nasal discharge (Rt nostril),,GP,Staphylococcus pseudintermedius,,,,R,S,,S,-,S,,S,S,,S,S,,S,S,-,,,S,,,,S,S,,,,,R,,S,S,cefalexin,amoxicillin/clavulanic acid,clindamycin,cefovecin,,,,,,,,,,
